
running 1 test
measurement	decode	3	default	clic-validation-000	56089458	12192768	8196184	464ce5db301ecb19
measurement	decode	3	default	clic-validation-001	40594500	9437184	6591856	ac6ff401cad1e56a
measurement	decode	3	default	clic-validation-002	40003958	9437184	6836132	53073efbc9fbc324
measurement	decode	3	default	clic-validation-003	40440667	9437184	6725608	2d0e74cba29a55a5
measurement	decode	3	default	clic-validation-004	51546000	9437184	5940292	4545a7582ba384f7
measurement	decode	3	default	clic-validation-005	49283250	9437184	5929020	d810c411c455be8c
measurement	decode	3	default	clic-validation-006	51675209	9437184	5931342	f1f4f6e7dfa0083f
measurement	decode	3	default	clic-validation-007	52732334	12192768	8390522	228a2c6b57b23249
measurement	decode	3	default	clic-validation-008	40804167	7902720	4821292	dec398a774c113a2
measurement	decode	3	default	clic-validation-009	40492084	7902720	4585812	6bc0d1593454772e
measurement	decode	3	default	clic-validation-010	27529375	6441528	4596850	c9e307df409044b5
measurement	decode	3	default	clic-validation-011	13122792	3011904	2219464	209831bda5d4627c
measurement	decode	3	default	clic-validation-012	36659125	7990272	5327640	3670defafa50ea4e
measurement	decode	3	default	clic-validation-013	34786625	7990272	5522704	1cd21726ef8f533f
measurement	decode	3	default	clic-validation-014	36560792	7990272	5417568	c2a93c8908bfb686
measurement	decode	3	default	clic-validation-015	33747542	7990272	5769074	c250b581a7aef503
measurement	decode	3	default	clic-validation-016	45286750	7990272	5331074	93bac67a01bb76e9
measurement	decode	3	default	clic-validation-017	68978084	12192768	6910582	5976bb2cf09b055b
measurement	decode	3	default	clic-validation-018	43974250	7990272	5479718	01f4dfd39c9dcea8
measurement	decode	3	default	clic-validation-019	42107041	7990272	4600256	baa5e95011876f48
measurement	decode	3	default	clic-validation-020	40464042	9445376	6941342	dc09bc9dbb42193d
measurement	decode	3	default	clic-validation-021	43435833	7834368	4572734	f6f48492d10740e0
measurement	decode	3	default	clic-validation-022	51773375	9445376	5589618	09fa4e4fe6aa63d6
measurement	decode	3	default	clic-validation-023	42014792	9445376	5744942	f8a29bed56822898
measurement	decode	3	default	clic-validation-024	68391250	12192768	7019090	c4f8779afc3c9993
measurement	decode	3	default	clic-validation-025	66424625	12192768	8105312	726fd24483d342a3
measurement	decode	3	default	clic-validation-026	55468750	12451840	8891084	9c668909712280e2
measurement	decode	3	default	clic-validation-027	70330875	11968000	5964034	6d7a3d538daf3164
measurement	decode	3	default	clic-validation-028	68135167	11968000	6561444	6ac585fda881c351
measurement	decode	3	default	clic-validation-029	63568542	12192768	6136958	df06568e13cc5010
measurement	decode	3	default	clic-validation-030	63210333	11968000	8570450	aaa1f8d564d01733
measurement	decode	3	default	clic-validation-031	66560583	12192768	7531522	13b35a79be3ad589
measurement	decode	3	default	clic-validation-032	66402000	12192768	7299398	501e9493c3e82317
measurement	decode	3	default	clic-validation-033	65389709	12192768	8069182	89041b7b8d7ab9ff
measurement	decode	3	default	clic-validation-034	55026209	12289728	8618366	9ab537cee8a6f725
measurement	decode	3	default	clic-validation-035	68435000	12289728	8048070	1c7cba4a5059cb2d
measurement	decode	3	default	clic-validation-036	54223292	12289728	8305656	8a82094490cf3de6
measurement	decode	3	default	clic-validation-037	68571583	12289728	8246464	3a910c171731cab6
measurement	decode	3	default	clic-validation-038	65350625	12192768	7673578	ad437832dec9a2fb
measurement	decode	3	default	clic-validation-039	64448042	12192768	8203404	79092bf051e7b7fa
measurement	decode	3	default	clic-validation-040	67323250	12192768	7870646	f1cedda480b841a2
measurement	decode	3	default	clic-validation-041	52514125	12192768	8610668	aed7b30146b1299b
measurement	decode	3	default	clic-validation-042	54607416	12192768	8454476	d374f2da92caad32
measurement	decode	3	default	clic-validation-043	53547125	12289728	8701170	7818477b1034b62d
measurement	decode	3	default	clic-validation-044	56170375	12289728	8235844	a83ce22bd465eb02
measurement	decode	3	default	clic-validation-045	54023250	12289728	8371812	ca777343f34b5416
